Team,Opponent,Team_Score,Opp_Score,Spread,Spread_Covered,Final_Score,Date
Oklahoma,Miss Statete,93,87,4.5,Y,93-87,2025-02-22
N Carolina,Virginia,81,66,-9.5,Y,81-66,2025-02-22
Ohio,Akron,84,67,1.5,Y,84-67,2025-02-22
Delaware,Hofstra,65,78,-2.0,N,65-78,2025-02-22
Northern Arizona,Eastern Washington,87,67,-3.5,Y,87-67,2025-02-22
Chattanooga,The Citadel,76,75,-18.0,Y,76-75,2025-02-22
Brown,Cornell,81,85,1.0,N,81-85,2025-02-22
Boston Col,Georgia Tech,69,54,1.5,Y,69-54,2025-02-22
Cal Poly,UC Riverside,112,100,1.0,Y,112-100,2025-02-22
Bradley,Murray Stte,85,83,-7.0,Y,85-83,2025-02-22
Air Force,Fresno Stte,72,69,-3.5,Y,72-69,2025-02-22
Morehead Stte,Eastern Illinois,62,67,-5.5,Y,62-67,2025-02-22
Nevada,Boise Stte,69,70,-1.0,N,69-70,2025-02-22
Oral Roberts,St Thomas (MN),71,66,8.5,Y,71-66,2025-02-22
Campbell,Towson,67,76,2.5,N,67-76,2025-02-22
DePaul,Butler,72,84,4.0,N,72-84,2025-02-22
Pacific,Portland,73,81,-2.5,N,73-81,2025-02-22
Texas Stte,South Alabama,93,92,-2.0,Y,93-92,2025-02-22
Middle Tennessee,Sam Houston Stte,74,70,-5.0,Y,74-70,2025-02-22
Southern Mississippi,Louisiana-Lafayette,60,62,-4.5,Y,60-62,2025-02-22
Alabama,Kentucky,96,83,-12.0,Y,96-83,2025-02-22
Miami,VA Tech,68,81,1.5,N,68-81,2025-02-22
Weber Stte,Portland Stte,60,58,3.0,Y,60-58,2025-02-22
Ball Stte,Buffalo,80,66,-9.0,Y,80-66,2025-02-22
Louisville,Florida Stte,89,81,-13.5,Y,89-81,2025-02-22
Texas Tech,W Virginia,73,51,-9.5,Y,73-51,2025-02-22
VCU,George Mason,70,54,-11.0,Y,70-54,2025-02-22
Kennesaw Stte,New Mexico Stte,49,60,-4.5,N,49-60,2025-02-22
Utah Valley,Seattle,61,55,-5.5,Y,61-55,2025-02-22
Hampton,UNC Wilmington,83,70,5.5,Y,83-70,2025-02-22
Northern Illinois,Eastern Michigan,76,79,5.0,Y,76-79,2025-02-22
Colorado,Baylor,76,74,6.0,Y,76-74,2025-02-22
Yale,Columbia,90,64,-16.5,Y,90-64,2025-02-22
Abilene Christian,Dixie Stte,80,71,-7.0,Y,80-71,2025-02-22
Drexel,College of Charleston,64,55,1.5,Y,64-55,2025-02-22
Wisconsin,Oregon,73,77,-8.5,Y,73-77,2025-02-22
UC Davis,Cal Stte-Northridge,62,65,4.0,Y,62-65,2025-02-22
Duke,Illinois,110,67,-8.5,Y,110-67,2025-02-22
Gonzaga,St Marys,67,74,-6.5,N,67-74,2025-02-22
LSU,Florida,65,79,9.5,N,65-79,2025-02-22
Princeton,Dartmouth,61,76,-7.5,N,61-76,2025-02-22
Arkansas Stte,Louisiana-Monroe,95,70,-22.5,Y,95-70,2025-02-22
Arizona,BYU,95,96,-7.0,Y,95-96,2025-02-22
Belmont,Indiana Stte,77,75,-5.5,Y,77-75,2025-02-22
Stnford,California,66,61,-7.0,Y,66-61,2025-02-22
UNLV,Colorado Stte,53,61,2.0,N,53-61,2025-02-22
Furman,VMI,75,71,-12.5,Y,75-71,2025-02-22
NC Stte,Wake Forest,85,73,4.0,Y,85-73,2025-02-22
Tennessee Tech,Tennessee Stte,77,74,-1.5,Y,77-74,2025-02-22
Western Kentucky,Louisiana Tech,64,63,-1.0,Y,64-63,2025-02-22
Wofford,East Tennessee Stte,68,73,-4.0,N,68-73,2025-02-22
UIC,Evansville,82,77,-7.5,Y,82-77,2025-02-22
Elon,William & Mary,70,79,-3.5,N,70-79,2025-02-22
Iowa,Washington,85,79,-6.5,Y,85-79,2025-02-22
Vanderbilt,Ole Miss,77,72,-1.5,Y,77-72,2025-02-22
Missouri Stte,Illinois Stte,68,70,3.0,Y,68-70,2025-02-22
Western Michigan,Central Michigan,57,86,2.0,N,57-86,2025-02-22
Old Dominion,Georgia Stte,70,76,-2.5,N,70-76,2025-02-22
Saint Josephs,Richmond,78,62,-13.5,Y,78-62,2025-02-22
Texas-Arlington,Tarleton Stte,67,57,-7.0,Y,67-57,2025-02-22
Auburn,Georgia,82,70,-15.5,Y,82-70,2025-02-22
Texas A&M,Tennessee,69,77,-2.0,N,69-77,2025-02-22
UC San Diego,Hawaii,83,44,-15.5,Y,83-44,2025-02-22
S Methodist,Clemson,69,79,1.5,N,69-79,2025-02-22
Utah Stte,San Diego Stte,79,71,-5.5,Y,79-71,2025-02-22
Southern Illinois,Valparaiso,79,83,-6.0,Y,79-83,2025-02-22
UMBC,NJIT,95,91,-7.5,Y,95-91,2025-02-22
James Madison,Georgia Southern,78,73,-9.0,Y,78-73,2025-02-22
Notre Dame,Pittsburgh,76,72,3.0,Y,76-72,2025-02-22
Troy,Coastal Carolina,83,66,-15.5,Y,83-66,2025-02-22
Minnesota,Penn Stte,60,69,-2.5,N,60-69,2025-02-22
Saint Louis,Rhode Island,81,66,-7.0,Y,81-66,2025-02-22
Appalachian Stte,Marshall,59,69,-4.0,N,59-69,2025-02-22
Fordham,Davidson,69,80,2.5,N,69-80,2025-02-22
Cal Stte-Bakersfield,UC Irvine,64,73,6.5,N,64-73,2025-02-22
Jacksonville Stte,UTEP,73,65,-3.5,Y,73-65,2025-02-22
Loyola Marymount,Pepperdine,93,82,-6.0,Y,93-82,2025-02-22
Nebraska-Omaha,South Dakota,93,85,-4.5,Y,93-85,2025-02-22
Cincinnati,TX Christian,75,63,-7.0,Y,75-63,2025-02-22
Idaho Stte,Sacramento Stte,83,66,-10.5,Y,83-66,2025-02-22
Grand Canyon,Cal Baptist,66,64,-12.5,Y,66-64,2025-02-22
Arkansas-Little Rock,Western Illinois,75,61,-10.5,Y,75-61,2025-02-22
Houston,Iowa Stte,68,59,-11.5,Y,68-59,2025-02-22
San Diego,Oregon Stte,73,83,12.0,Y,73-83,2025-02-22
Southeast Missouri Stte,Lindenwood,74,58,-9.5,Y,74-58,2025-02-22
St Bonaventure,Duquesne,70,63,-5.5,Y,70-63,2025-02-22
Kansas,Oklahoma Stte,96,64,-14.5,Y,96-64,2025-02-22
Pennsylvania,Harvard,78,79,-2.5,Y,78-79,2025-02-22
Mount St Marys,Rider,79,72,-6.5,Y,79-72,2025-02-23
Rutgers,USC,95,85,-3.5,Y,95-85,2025-02-23
Manhattan,Quinnipiac,71,74,4.5,Y,71-74,2025-02-23
Memphis,Florida Atlantic,84,65,-8.5,Y,84-65,2025-02-23
South Florida,North Texas,57,64,5.0,N,57-64,2025-02-23
UCLA,Ohio Stte,69,61,-7.5,Y,69-61,2025-02-23
Wichita Stte,Tulane,78,67,-4.5,Y,78-67,2025-02-23
Northern Iowa,Drake,58,64,-1.0,N,58-64,2025-02-23
Seton Hall,Xavier,66,73,9.5,Y,66-73,2025-02-23
Youngstown Stte,Wisconsin-Green Bay,81,77,-13.5,Y,81-77,2025-02-23
Oakland,Cleveland Stte,91,86,-2.5,Y,91-86,2025-02-23
Robert Morris,Wisconsin-Milwaukee,72,59,-1.5,Y,72-59,2025-02-23
Creighton,Georgetown University,80,69,-13.0,Y,80-69,2025-02-23
Siena,Canisius,88,93,-11.5,Y,88-93,2025-02-23
South Dakota Stte,UMKC,70,65,-10.0,Y,70-65,2025-02-23
UAB,Temple,80,64,-10.0,Y,80-64,2025-02-23
Saint Peters,Sacred Heart,85,79,-1.5,Y,85-79,2025-02-23
Central Florida,Utah,76,72,-3.5,Y,76-72,2025-02-23
East Carolina,UTSA,96,89,-7.5,Y,96-89,2025-02-23
Kansas Stte,Arizona Stte,54,66,-6.0,N,54-66,2025-02-23
Marist,Niagara,64,61,-7.5,Y,64-61,2025-02-23
Northern Kentucky,IUPUI,71,67,-8.5,Y,71-67,2025-02-23
Indiana,Purdue,73,58,4.0,Y,73-58,2025-02-23
St Johns,Connecticut,89,75,-3.5,Y,89-75,2025-02-23
Iona,Merrimack,70,77,-1.0,N,70-77,2025-02-23
Alabama A&M,Florida A&M,77,66,-1.5,Y,77-66,2025-02-24
Jacksonville,Eastern Kentucky,59,55,-3.0,Y,59-55,2025-02-24
Texas Southern,Arkansas-Pine Bluff,81,56,-13.0,Y,81-56,2025-02-24
Central Arkansas,North Alabama,70,93,11.0,N,70-93,2025-02-24
Delaware State,North Carolina Central,86,84,-3.5,Y,86-84,2025-02-24
Texas Tech,Houston,61,69,4.5,N,61-69,2025-02-24
Prairie View A&M,Mississippi Valley State,64,56,-17.5,Y,64-56,2025-02-24
Hampton,Stony Brook,81,49,-8.5,Y,81-49,2025-02-24
Maryland-Eastern Shore,South Carolina State,68,81,13.0,N,68-81,2025-02-24
Stetson,Bellarmine,69,67,1.5,Y,69-67,2025-02-24
West Georgia,Queens,57,72,8.5,N,57-72,2025-02-24
McNeese State,UTRGV,100,65,-14.5,Y,100-65,2025-02-24
Nebraska,Michigan,46,49,1.5,N,46-49,2025-02-24
Florida State,North Carolina,85,96,3.5,N,85-96,2025-02-24
William & Mary,UNC Wilmington,70,79,3.0,N,70-79,2025-02-24
Austin Peay,Lipscomb,78,95,7.0,N,78-95,2025-02-24
Southeastern Louisiana,Northwestern State,69,72,-7.0,Y,69-72,2025-02-24
Nicholls State,Texas A&M-Corpus Christi,71,69,-4.0,Y,71-69,2025-02-24
Alabama State,Bethune-Cookman,68,70,-3.5,Y,68-70,2025-02-24
Incarnate Word,Lamar,73,61,-1.5,Y,73-61,2025-02-24
Monmouth,Northeastern,78,73,1.5,Y,78-73,2025-02-24
Houston Baptist,Stephen F. Austin,72,56,1.0,Y,72-56,2025-02-24
Colorado,Kansas,64,71,6.5,N,64-71,2025-02-24
Coppin State,Howard,72,61,7.5,Y,72-61,2025-02-24
New Orleans,Texas A&M-Commerce,71,73,1.5,N,71-73,2025-02-24
Florida Gulf Coast,North Florida,86,82,-7.5,Y,86-82,2025-02-24
Norfolk State,Morgan State,69,60,-13.5,Y,69-60,2025-02-24
San Jose State,UNLV,71,77,2.5,N,71-77,2025-02-25
Kent State,Toledo,105,65,-7.0,Y,105-65,2025-02-25
Richmond,VCU,60,78,15.0,N,60-78,2025-02-25
Georgia Southern,Appalachian State,61,59,1.0,Y,61-59,2025-02-25
Minnesota,Northwestern,63,75,-2.0,N,63-75,2025-02-25
Southern Illinois,Illinois State,88,79,1.5,Y,88-79,2025-02-25
Central Michigan,Buffalo,73,69,-13.5,Y,73-69,2025-02-25
Ball State,Akron,82,87,7.0,Y,82-87,2025-02-25
Missouri,South Carolina,101,71,-12.5,Y,101-71,2025-02-25
LSU,Tennessee,59,65,10.5,Y,59-65,2025-02-25
Davidson,Saint Louis,56,57,-1.5,Y,56-57,2025-02-25
Miami-Ohio,Northern Illinois,87,58,-13.0,Y,87-58,2025-02-25
Pittsburgh,Georgia Tech,67,73,-8.5,Y,67-73,2025-02-25
Miami,Duke,60,97,24.5,N,60-97,2025-02-25
Marquette,Providence,82,52,-13.0,Y,82-52,2025-02-25
Western Illinois,Lindenwood,86,81,1.0,Y,86-81,2025-02-25
Cincinnati,Baylor,69,67,-2.0,Y,69-67,2025-02-25
Nevada,Wyoming,84,61,-13.0,Y,84-61,2025-02-25
Murray State,Indiana State,85,75,-5.5,Y,85-75,2025-02-25
Western Michigan,Ohio,82,73,6.5,Y,82-73,2025-02-25
Georgia,Florida,88,83,6.5,Y,88-83,2025-02-25
Texas State,Troy,69,74,1.5,N,69-74,2025-02-25
Wisconsin,Washington,88,62,-13.5,Y,88-62,2025-02-25
Oklahoma State,Iowa State,74,68,11.0,Y,74-68,2025-02-25
San Diego State,New Mexico,73,65,-2.5,Y,73-65,2025-02-25
Virginia Tech,Louisville,66,71,10.0,Y,66-71,2025-02-25
Illinois,Iowa,81,61,-11.5,Y,81-61,2025-02-25
West Virginia,TCU,73,55,-7.0,Y,73-55,2025-02-25
Louisiana-Monroe,James Madison,79,85,13.0,Y,79-85,2025-02-25
Eastern Michigan,Bowling Green,60,65,-4.0,N,60-65,2025-02-25
Alabama,Mississippi State,111,73,-8.5,Y,111-73,2025-02-25
Air Force,Colorado State,55,77,12.5,N,55-77,2025-02-25
Santa Clara,Gonzaga,76,95,6.5,N,76-95,2025-02-25
Marshall,Old Dominion,83,66,-9.5,Y,83-66,2025-02-25
Coastal Carolina,Georgia State,80,74,3.5,Y,80-74,2025-02-26
Clemson,Notre Dame,83,68,-14.0,Y,83-68,2025-02-26
Rhode Island,Dayton,77,85,4.5,N,77-85,2025-02-26
La Salle,Duquesne,62,67,2.0,N,62-67,2025-02-26
Evansville,Drake,61,65,8.5,Y,61-65,2025-02-26
Connecticut,Georgetown University,93,79,-14.5,Y,93-79,2025-02-26
Maryland,Michigan State,55,58,-4.5,Y,55-58,2025-02-26
Temple,South Florida,73,71,2.0,Y,73-71,2025-02-26
East Tennessee State,Mercer,59,58,-8.5,Y,59-58,2025-02-26
Syracuse,NC State,74,60,1.0,Y,74-60,2025-02-26
Northern Iowa,UIC,74,52,-7.5,Y,74-52,2025-02-26
George Mason,Fordham,74,64,-11.5,Y,74-64,2025-02-26
Auburn,Ole Miss,106,76,-12.5,Y,106-76,2025-02-26
Central Florida,Kansas State,80,76,-4.5,Y,80-76,2025-02-26
Western Carolina,Wofford,67,90,8.5,N,67-90,2025-02-26
Texas A&M,Vanderbilt,84,86,-8.0,Y,84-86,2025-02-26
Furman,The Citadel,85,42,-15.5,Y,85-42,2025-02-26
Tulane,Charlotte,78,64,-7.5,Y,78-64,2025-02-26
Saint Joseph's,St. Bonaventure,75,64,-6.5,Y,75-64,2025-02-26
North Dakota State,South Dakota,82,78,-6.5,Y,82-78,2025-02-26
Wake Forest,Virginia,75,83,-7.0,N,75-83,2025-02-26
Boise State,Utah State,82,65,-4.5,Y,82-65,2025-02-26
California,SMU,77,81,3.5,N,77-81,2025-02-26
Indiana,Penn State,83,78,-5.5,Y,83-78,2025-02-26
Arizona,Utah,83,66,-14.5,Y,83-66,2025-02-26
USC,Ohio State,82,87,1.5,N,82-87,2025-02-26
Creighton,DePaul,75,65,-15.5,Y,75-65,2025-02-26
Arkansas,Texas,86,81,-2.5,Y,86-81,2025-02-26
Valparaiso,Bradley,65,76,4.5,N,65-76,2025-02-26
Oregon State,San Francisco,72,74,-3.5,Y,72-74,2025-02-26
Stanford,Boston College,78,60,-11.0,Y,78-60,2025-02-26
Louisiana-Lafayette,Arkansas State,64,83,12.0,N,64-83,2025-02-26
Missouri State,Belmont,65,74,1.5,N,65-74,2025-02-26
Oklahoma,Kentucky,82,83,3.5,Y,82-83,2025-02-26
Arizona State,BYU,81,91,7.5,N,81-91,2025-02-26
Seton Hall,Villanova,54,59,8.0,Y,54-59,2025-02-26
Butler,St. John's,70,76,5.5,N,70-76,2025-02-26
Southern Mississippi,South Alabama,82,88,7.0,Y,82-88,2025-02-26
Memphis,Rice,84,72,-12.5,Y,84-72,2025-02-26
Loyola-Chicago,George Washington,77,57,-4.5,Y,77-57,2025-02-26
UMBC,Albany,74,78,2.5,N,74-78,2025-02-27
Loyola Marymount,St. Mary's,55,58,12.5,Y,55-58,2025-02-27
Stony Brook,Hofstra,59,56,6.5,Y,59-56,2025-02-27
Florida Atlantic,North Texas,61,71,-1.5,N,61-71,2025-02-27
Portland,Pepperdine,87,67,-3.5,Y,87-67,2025-02-27
VMI,Samford,83,95,11.5,N,83-95,2025-02-27
UMass-Lowell,Bryant,78,79,3.5,Y,78-79,2025-02-27
Cal State-Northridge,UC San Diego,71,77,5.5,N,71-77,2025-02-27
PFW,Northern Kentucky,74,79,-6.5,Y,74-79,2025-02-27
Northeastern,North Carolina A&T,69,55,-10.5,Y,69-55,2025-02-27
Longwood,Winthrop,59,85,-1.5,N,59-85,2025-02-27
New Hampshire,Maine,66,73,7.5,Y,66-73,2025-02-27
Wisconsin-Milwaukee,Oakland,71,66,-5.5,Y,71-66,2025-02-27
Central Connecticut State,Lemoyne,84,75,-12.5,Y,84-75,2025-02-27
LIU,Wagner,60,47,-5.5,Y,60-47,2025-02-27
Monmouth,Elon,79,76,-1.5,Y,79-76,2025-02-27
College of Charleston,Delaware,94,84,-7.5,Y,94-84,2025-02-27
Florida International,Kennesaw State,76,61,4.0,Y,76-61,2025-02-27
IUPUI,Robert Morris,68,82,7.5,N,68-82,2025-02-27
Drexel,Hampton,53,52,-3.5,Y,53-52,2025-02-27
Liberty,Jacksonville State,59,55,-6.5,Y,59-55,2025-02-27
Fairleigh Dickinson,Stonehill College,82,69,-3.5,Y,82-69,2025-02-27
Campbell,UNC Wilmington,60,79,3.5,N,60-79,2025-02-27
Towson,William & Mary,88,73,-6.5,Y,88-73,2025-02-27
Hawaii,UC Riverside,76,82,-1.0,N,76-82,2025-02-27
NJIT,Vermont,61,71,8.5,N,61-71,2025-02-27
Mercyhurst,Chicago State,90,68,-6.5,Y,90-68,2025-02-27
Portland State,Montana State,69,52,-3.5,Y,69-52,2025-02-27
Dixie State,Southern Utah,75,82,-3.5,N,75-82,2025-02-27
Michigan,Rutgers,84,82,-9.0,Y,84-82,2025-02-27
UMKC,Denver,64,56,-7.5,Y,64-56,2025-02-27
Washington State,San Diego,93,86,-13.5,Y,93-86,2025-02-27
Sacramento State,Montana,54,60,8.0,Y,54-60,2025-02-27
UC-Santa Barbara,Cal Poly,96,77,-7.0,Y,96-77,2025-02-27
UTEP,Western Kentucky,73,80,-5.5,N,73-80,2025-02-27
Wichita State,UAB,72,80,-1.5,N,72-80,2025-02-27
New Mexico State,Middle Tennessee,66,71,-1.5,N,66-71,2025-02-27
St. Thomas (MN),North Dakota,86,71,-10.5,Y,86-71,2025-02-27
Tennessee-Martin,Southern Indiana,79,63,-7.0,Y,79-63,2025-02-27
Idaho,Idaho State,65,69,-1.5,N,65-69,2025-02-27
Tarleton State,Abilene Christian,67,52,-1.5,Y,67-52,2025-02-27
Cal State-Fullerton,UC Irvine,51,76,17.5,N,51-76,2025-02-27
UNC Greensboro,Chattanooga,63,75,-1.0,N,63-75,2025-02-27
Tennessee State,Morehead State,64,55,-5.5,Y,64-55,2025-02-27
Seattle,Cal Baptist,72,48,-6.5,Y,72-48,2025-02-27
Tennessee Tech,Western Illinois,69,82,-7.5,N,69-82,2025-02-27
Grand Canyon,Texas-Arlington,85,71,-11.5,Y,85-71,2025-02-27
Wisconsin-Green Bay,Detroit,76,71,-3.5,Y,76-71,2025-02-27
Wright State,Cleveland State,82,76,-1.5,Y,82-76,2025-02-27
Oral Roberts,South Dakota State,69,77,7.0,N,69-77,2025-02-27
Eastern Washington,Weber State,64,66,-4.0,Y,64-66,2025-02-27
Southern Illinois-Edwardsville,Southeast Missouri State,68,83,-3.5,N,68-83,2025-02-27
Eastern Illinois,Arkansas-Little Rock,71,60,5.5,Y,71-60,2025-02-27
Long Beach State,Cal State-Bakersfield,87,88,2.0,Y,87-88,2025-02-27
Coastal Carolina,Old Dominion,59,61,1.5,N,59-61,2025-02-28
Georgia Southern,Georgia State,76,75,-5.5,Y,76-75,2025-02-28
Northwestern,Iowa,68,57,-4.5,Y,68-57,2025-02-28
Dartmouth,Yale,67,72,8.0,Y,67-72,2025-02-28
South Alabama,Louisiana-Lafayette,65,42,-12.5,Y,65-42,2025-02-28
Eastern Michigan,Central Michigan,84,73,2.5,Y,84-73,2025-02-28
Sacred Heart,Marist,67,54,-2.0,Y,67-54,2025-02-28
VCU,Davidson,80,56,-14.5,Y,80-56,2025-02-28
Marshall,Appalachian State,75,57,-3.0,Y,75-57,2025-02-28
Cornell,Pennsylvania,90,62,-8.5,Y,90-62,2025-02-28
Texas State,James Madison,102,93,1.5,Y,102-93,2025-02-28
Southern Mississippi,Troy,58,70,9.5,N,58-70,2025-02-28
Niagara,Iona,63,65,-1.5,N,63-65,2025-02-28
Fairfield,Mount St. Mary's,69,62,1.5,Y,69-62,2025-02-28
Louisiana-Monroe,Arkansas State,67,94,17.5,N,67-94,2025-02-28
Purdue,UCLA,76,66,-5.5,Y,76-66,2025-02-28
Columbia,Princeton,68,73,5.0,N,68-73,2025-02-28
Quinnipiac,Saint Peter's,69,64,-10.5,Y,69-64,2025-02-28
Canisius,Manhattan,72,77,6.5,Y,72-77,2025-02-28
Merrimack,Rider,78,83,-9.0,Y,78-83,2025-02-28
UNLV,Nevada,68,55,2.0,Y,68-55,2025-02-28
Harvard,Brown,52,59,1.0,N,52-59,2025-02-28
Akron,Kent State,77,72,-3.5,Y,77-72,2025-02-28
Tulsa,Tulane,77,79,3.5,Y,77-79,2025-03-01
Virginia Tech,Syracuse,101,95,-3.5,Y,101-95,2025-03-01
Xavier,Creighton,83,61,-2.0,Y,83-61,2025-03-01
Cleveland State,PFW,68,57,-2.5,Y,68-57,2025-03-01
Tennessee,Alabama,79,76,-4.5,Y,79-76,2025-03-01
Providence,Connecticut,63,75,7.5,N,63-75,2025-03-01
Dayton,Richmond,74,64,-14.5,Y,74-64,2025-03-01
Villanova,Butler,80,70,-8.0,Y,80-70,2025-03-01
Wisconsin-Milwaukee,Detroit,89,67,-17.5,Y,89-67,2025-03-01
Towson,Hampton,75,72,-7.0,Y,75-72,2025-03-01
Ohio,Miami-Ohio,75,66,-6.0,Y,75-66,2025-03-01
Tennessee State,Southern Indiana,74,69,-7.5,Y,74-69,2025-03-01
UNC Greensboro,Samford,108,100,-1.0,Y,108-100,2025-03-01
North Carolina,Miami,92,73,-17.5,Y,92-73,2025-03-01
Penn State,Maryland,64,68,4.5,Y,64-68,2025-03-01
Oregon,USC,82,61,-7.0,Y,82-61,2025-03-01
VMI,Chattanooga,70,91,9.0,N,70-91,2025-03-01
Denver,South Dakota State,78,62,8.0,Y,78-62,2025-03-01
Sacramento State,Montana State,60,87,5.5,N,60-87,2025-03-01
Drexel,Monmouth,71,61,-5.5,Y,71-61,2025-03-01
IUPUI,Wright State,91,84,3.5,Y,91-84,2025-03-01
William & Mary,Northeastern,68,70,-3.0,Y,68-70,2025-03-01
Bowling Green,Ball State,61,52,-2.0,Y,61-52,2025-03-01
New Mexico,Air Force,92,71,-22.0,Y,92-71,2025-03-01
Ole Miss,Oklahoma,87,84,-7.5,Y,87-84,2025-03-01
Hofstra,North Carolina A&T,70,49,-9.5,Y,70-49,2025-03-01
Dartmouth,Brown,78,58,-1.5,Y,78-58,2025-03-01
Kentucky,Auburn,78,94,4.5,N,78-94,2025-03-01
Nebraska,Minnesota,65,67,-7.5,Y,65-67,2025-03-01
Idaho,Weber State,81,79,-6.5,Y,81-79,2025-03-01
Georgia Tech,NC State,87,62,-3.5,Y,87-62,2025-03-01
UTEP,Middle Tennessee,75,76,-2.0,Y,75-76,2025-03-01
Wofford,Furman,75,78,-3.5,Y,75-78,2025-03-01
Florida International,Jacksonville State,79,84,2.5,N,79-84,2025-03-01
Virginia,Clemson,58,71,6.5,N,58-71,2025-03-01
Utah Valley,Southern Utah,100,59,-14.5,Y,100-59,2025-03-01
TCU,Central Florida,89,78,-3.0,Y,89-78,2025-03-01
Texas-Arlington,Abilene Christian,59,70,-5.5,N,59-70,2025-03-01
St. John's,Seton Hall,71,61,-20.0,Y,71-61,2025-03-01
Saint Louis,Loyola-Chicago,98,67,-2.0,Y,98-67,2025-03-01
Southern Illinois-Edwardsville,Arkansas-Little Rock,73,65,-2.5,Y,73-65,2025-03-01
Eastern Illinois,Southeast Missouri State,73,58,5.0,Y,73-58,2025-03-01
The Citadel,East Tennessee State,66,81,11.5,N,66-81,2025-03-01
Duquesne,George Mason,85,68,2.0,Y,85-68,2025-03-01
South Carolina,Arkansas,72,53,-1.5,Y,72-53,2025-03-01
Colorado State,Utah State,93,66,-2.0,Y,93-66,2025-03-01
Nebraska-Omaha,Oral Roberts,80,57,-10.5,Y,80-57,2025-03-01
Mississippi State,LSU,81,69,-11.5,Y,81-69,2025-03-01
Kansas,Texas Tech,73,78,-3.5,N,73-78,2025-03-01
Fordham,Saint Joseph's,76,90,8.5,N,76-90,2025-03-01
Cal Poly,Cal State-Bakersfield,98,72,-3.5,Y,98-72,2025-03-01
Portland State,Montana,79,76,-3.0,Y,79-76,2025-03-01
BYU,West Virginia,77,56,-10.0,Y,77-56,2025-03-01
George Washington,La Salle,71,60,-9.5,Y,71-60,2025-03-01
California,Boston College,82,71,-8.5,Y,82-71,2025-03-01
Buffalo,Toledo,87,74,7.5,Y,87-74,2025-03-01
Baylor,Oklahoma State,71,61,-12.5,Y,71-61,2025-03-01
San Francisco,Gonzaga,75,95,9.5,N,75-95,2025-03-01
UNC Wilmington,Delaware,88,58,-10.5,Y,88-58,2025-03-01
Northern Arizona,Northern Colorado,73,83,3.5,N,73-83,2025-03-01
Washington,Indiana,62,78,1.5,N,62-78,2025-03-01
Dixie State,Cal Baptist,57,61,1.5,N,57-61,2025-03-01
